pmid	year	journal	title	abstract
39436044	2025	Nucleic acids research	PneumoBrowse 2: an integrated visual platform for curated genome annotation and multiomics data analysis of Streptococcus pneumoniae.	Streptococcus pneumoniae is an opportunistic human pathogen responsible for high morbidity and mortality rates. Extensive genome sequencing revealed its large pangenome, serotype diversity, and provided insight into genome dynamics. However, functional genome analysis has lagged behind, as that requires detailed and time-consuming manual curation of genome annotations and integration of genomic and phenotypic data. To remedy this, PneumoBrowse was presented in 2018, a user-friendly interactive online platform, which provided the detailed annotation of the S. pneumoniae D39V genome, alongside transcriptomic data. Since 2018, many new studies on S. pneumoniae genome biology and protein functioning have been performed. Here, we present PneumoBrowse 2 (https://veeninglab.com/pneumobrowse), fully rebuilt in JBrowse 2. We updated annotations for transcribed and transcriptional regulatory features in the D39V genome. We added genome-wide data tracks for high-resolution chromosome conformation capture (Hi-C) data, chromatin immunoprecipitation coupled to high-throughput sequencing (ChIP-Seq), ribosome profiling, CRISPRi-seq gene essentiality data and more. Additionally, we included 18 phylogenetically diverse S. pneumoniae genomes and their annotations. By providing easy access to diverse high-quality genome annotations and links to other databases (including UniProt and AlphaFold), PneumoBrowse 2 will further accelerate research and development into preventive and treatment strategies, through increased understanding of the pneumococcal genome.
32402082	2020	Nucleic acids research	PaccMann: a web service for interpretable anticancer compound sensitivity prediction.	The identification of new targeted and personalized therapies for cancer requires the fast and accurate assessment of the drug efficacy of potential compounds against a particular biomolecular sample. It has been suggested that the integration of complementary sources of information might strengthen the accuracy of a drug efficacy prediction model. Here, we present a web-based platform for the Prediction of AntiCancer Compound sensitivity with Multimodal Attention-based Neural Networks (PaccMann). PaccMann is trained on public transcriptomic cell line profiles, compound structure information and drug sensitivity screenings, and outperforms state-of-the-art methods on anticancer drug sensitivity prediction. On the open-access web service (https://ibm.biz/paccmann-aas), users can select a known drug compound or design their own compound structure in an interactive editor, perform in-silico drug testing and investigate compound efficacy on publicly available or user-provided transcriptomic profiles. PaccMann leverages methods for model interpretability and outputs confidence scores as well as attention heatmaps that highlight the genes and chemical sub-structures that were more important to make a prediction, hence facilitating the understanding of the model's decision making and the involved biochemical processes. We hope to serve the community with a toolbox for fast and efficient validation in drug repositioning or lead compound identification regimes.
41182757	2025	Briefings in bioinformatics	SLGCA: spatial cross-level graph contrastive autoencoder for multislice spatial domain identification and microenvironment exploration.	The development of spatial transcriptomics (ST) technologies has enabled researchers to better understand cells' spatial organization and functional heterogeneity within their native tissue context. Spatial domain identification plays a crucial role in ST data analysis. However, most existing spatial domain identification methods do not fully exploit spatial information, and often fail to adequately integrate both local and global features, resulting in suboptimal spatial domain identification. We propose SLGCA, a novel method based on cross-level graph contrastive learning to address these challenges. SLGCA adopts a dual-channel learning mechanism, combining local-level contrastive learning based on spatial neighborhood information and global information contrastive learning across views, thereby significantly enhancing the accuracy of spatial domain identification. SLGCA can integrate multiple tissue sections without needing pre-alignment or external tools, eliminating batch effects and accurately identifying spatial domains across multiple slices. Experimental results show that SLGCA significantly outperforms the benchmark methods in spatial domain identification accuracy on ST data generated by multiple techniques. Moreover, SLGCA enables accurate dissection of tumor heterogeneity in human breast cancer datasets and effectively uncovers the heterogeneous tumor microenvironment in liver cancer, revealing two distinct fibroblast subtypes.
40240000	2025	Nucleic acids research	Benchmarking computational methods for detecting spatial domains and domain-specific spatially variable genes from spatial transcriptomics data.	Advances in spatially resolved transcriptomics (SRT) have led to the emergence of numerous computational methods for identifying spatial domains and spatially variable genes (SVGs); however, a comprehensive assessment of existing methods is lacking. We comprehensively benchmarked 19 methods for detecting spatial domains and domain-specific SVGs from SRT data, using 30 real-world datasets covering six SRT technologies and 27 synthetic datasets. We first evaluated the performance of these methods on spatial domain identification in terms of accuracy, stability, generalizability, and scalability. Results reveal that there is no single method that works best for all datasets, and the optimal method depends on the data, especially the SRT platform. Further, we proposed a quantitative strategy to evaluate domain-specific SVG recognition results and assessed the impact of spatial domains on SVG detection. We found that SVG detection based on spatial domains identified by different GNN methods have high accuracy but low concordance. Generally, the more accurate the recognized spatial domains, the higher the number and accuracy of domain-specific SVGs detected. Moreover, integrating spatial clustering results from different methods can lead to more robust and better clustering and SVG results. Practical guidelines were provided for choosing appropriate methods for spatial domain and domain-specific SVG identification.
31774481	2020	Briefings in bioinformatics	A comparative study of multi-omics integration tools for cancer driver gene identification and tumour subtyping.	Oncogenesis and cancer can arise as a consequence of a wide range of genomic aberrations including mutations, copy number alterations, expression changes and epigenetic modifications encompassing multiple omics layers. Integrating genomic, transcriptomic, proteomic and epigenomic datasets via multi-omics analysis provides the opportunity to derive a deeper and holistic understanding of the development and progression of cancer. There are two primary approaches to integrating multi-omics data: multi-staged (focused on identifying genes driving cancer) and meta-dimensional (focused on establishing clinically relevant tumour or sample classifications). A number of ready-to-use bioinformatics tools are available to perform both multi-staged and meta-dimensional integration of multi-omics data. In this study, we compared nine different integration tools using real and simulated cancer datasets. The performance of the multi-staged integration tools were assessed at the gene, function and pathway levels, while meta-dimensional integration tools were assessed based on the sample classification performance. Additionally, we discuss the influence of factors such as data representation, sample size, signal and noise on multi-omics data integration. Our results provide current and much needed guidance regarding selection and use of the most appropriate and best performing multi-omics integration tools.
39160302	2025	Nature methods	WebAtlas pipeline for integrated single-cell and spatial transcriptomic data.	
40091193	2025	Briefings in bioinformatics	Graph neural networks for single-cell omics data: a review of approaches and applications.	Rapid advancement of sequencing technologies now allows for the utilization of precise signals at single-cell resolution in various omics studies. However, the massive volume, ultra-high dimensionality, and high sparsity nature of single-cell data have introduced substantial difficulties to traditional computational methods. The intricate non-Euclidean networks of intracellular and intercellular signaling molecules within single-cell datasets, coupled with the complex, multimodal structures arising from multi-omics joint analysis, pose significant challenges to conventional deep learning operations reliant on Euclidean geometries. Graph neural networks (GNNs) have extended deep learning to non-Euclidean data, allowing cells and their features in single-cell datasets to be modeled as nodes within a graph structure. GNNs have been successfully applied across a broad range of tasks in single-cell data analysis. In this survey, we systematically review 107 successful applications of GNNs and their six variants in various single-cell omics tasks. We begin by outlining the fundamental principles of GNNs and their six variants, followed by a systematic review of GNN-based models applied in single-cell epigenomics, transcriptomics, spatial transcriptomics, proteomics, and multi-omics. In each section dedicated to a specific omics type, we have summarized the publicly available single-cell datasets commonly utilized in the articles reviewed in that section, totaling 77 datasets. Finally, we summarize the potential shortcomings of current research and explore directions for future studies. We anticipate that this review will serve as a guiding resource for researchers to deepen the application of GNNs in single-cell omics.
34864875	2022	Briefings in bioinformatics	Multiomics integration-based molecular characterizations of COVID-19.	The coronavirus disease 2019 (COVID-19) pandemic, caused by the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), rapidly became a global health challenge, leading to unprecedented social and economic consequences. The mechanisms behind the pathogenesis of SARS-CoV-2 are both unique and complex. Omics-scale studies are emerging rapidly and offer a tremendous potential to unravel the puzzle of SARS-CoV-2 pathobiology, as well as moving forward with diagnostics, potential drug targets, risk stratification, therapeutic responses, vaccine development and therapeutic innovation. This review summarizes various aspects of understanding multiomics integration-based molecular characterizations of COVID-19, which to date include the integration of transcriptomics, proteomics, genomics, lipidomics, immunomics and metabolomics to explore virus targets and developing suitable therapeutic solutions through systems biology tools. Furthermore, this review also covers an abridgment of omics investigations related to disease pathogenesis and virulence, the role of host genetic variation and a broad array of immune and inflammatory phenotypes contributing to understanding COVID-19 traits. Insights into this review, which combines existing strategies and multiomics integration profiling, may help further advance our knowledge of COVID-19.
33997893	2021	Nucleic acids research	SynLeGG: analysis and visualization of multiomics data for discovery of cancer 'Achilles Heels' and gene function relationships.	Achilles' heel relationships arise when the status of one gene exposes a cell's vulnerability to perturbation of a second gene, such as chemical inhibition, providing therapeutic opportunities for precision oncology. SynLeGG (www.overton-lab.uk/synlegg) identifies and visualizes mutually exclusive loss signatures in 'omics data to enable discovery of genetic dependency relationships (GDRs) across 783 cancer cell lines and 30 tissues. While there is significant focus on genetic approaches, transcriptome data has advantages for investigation of GDRs and remains relatively underexplored. SynLeGG depends upon the MultiSEp algorithm for unsupervised assignment of cell lines into gene expression clusters, which provide the basis for analysis of CRISPR scores and mutational status in order to propose candidate GDRs. Benchmarking against SynLethDB demonstrates favourable performance for MultiSEp against competing approaches, finding significantly higher area under the Receiver Operator Characteristic curve and between 2.8-fold to 8.5-fold greater coverage. In addition to pan-cancer analysis, SynLeGG offers investigation of tissue-specific GDRs and recovers established relationships, including synthetic lethality for SMARCA2 with SMARCA4. Proteomics, Gene Ontology, protein-protein interactions and paralogue information are provided to assist interpretation and candidate drug target prioritization. SynLeGG predictions are significantly enriched in dependencies validated by a recently published CRISPR screen.
30184043	2019	Briefings in bioinformatics	Breast cancer prognosis signature: linking risk stratification to disease subtypes.	Breast cancer is a very complex and heterogeneous disease with variable molecular mechanisms of carcinogenesis and clinical behaviors. The identification of prognostic risk factors may enable effective diagnosis and treatment of breast cancer. In particular, numerous gene-expression-based prognostic signatures were developed and some of them have already been applied into clinical trials and practice. In this study, we summarized several representative gene-expression-based signatures with significant prognostic value and separately assessed their ability of prognosis prediction in their originally targeted populations of breast cancer. Notably, many of the collected signatures were originally designed to predict the outcomes of estrogen receptor positive (ER+) patients or the whole breast cancer cohort; there are no typical signatures used for the prognostic prediction in a specific population of patients with the intrinsic subtype. We thus attempted to identify subtype-specific prognostic signatures via a computational framework for analyzing multi-omics profiles and patient survival. For both the discovery and an independent data set, we confirmed that subtype-specific signature is a strong and significant independent prognostic factor in the corresponding cohort. These results indicate that the subtype-specific prognostic signature has a much higher resolution in the risk stratification, which may lead to improved therapies and precision medicine for patients with breast cancer.
40505018	2025	PLoS computational biology	Sparse deconvolution of cell type medleys in spatial transcriptomics.	Mapping cell distributions across spatial locations with whole-genome coverage is essential for understanding cellular responses and signaling However, current deconvolution models aim to estimate the proportions of distinct cell types in each spatial transcriptomics spot by integrating reference single-cell data. These models often assume strong overlap between the reference and spatial datasets, neglecting biology-grounded constraints such as sparsity and cell-type variations, as well as technical sparsity. As a result, these methods rely on over-permissive algorithms that ignore given constraints leading to inaccurate predictions, particularly in heterogeneous or unmatched datasets. We introduce Weight-Induced Sparse Regression (WISpR), a machine learning algorithm that integrates spot-specific hyperparameters and sparsity-driven modeling. Unlike conventional approaches that neglect biology-grounded constraints, WISpR accurately predicts cell-type distributions while preserving biological coherence, i.e., spatially and functionally consistent cell-type localization, even in unmatched datasets. Benchmarking against five alternative methods across ten datasets, WISpR consistently outperformed competitors and predicted cellular landscapes in both normal and cancerous tissues. By leveraging sparse cell-type arrangements, WISpR provides biologically informed, high-resolution cellular maps. Its ability to decode tissue organization in both healthy and diseased states highlights WISpR's practical utility for spatial transcriptomics, particularly in challenging settings involving noise, sparsity, or reference mismatches.
35043143	2022	Briefings in bioinformatics	Network-based integrative analysis of single-cell transcriptomic and epigenomic data for cell types.	Advances in single-cell biotechnologies simultaneously generate the transcriptomic and epigenomic profiles at cell levels, providing an opportunity for investigating cell fates. Although great efforts have been devoted to either of them, the integrative analysis of single-cell multi-omics data is really limited because of the heterogeneity, noises and sparsity of single-cell profiles. In this study, a network-based integrative clustering algorithm (aka NIC) is present for the identification of cell types by fusing the parallel single-cell transcriptomic (scRNA-seq) and epigenomic profiles (scATAC-seq or DNA methylation). To avoid heterogeneity of multi-omics data, NIC automatically learns the cell-cell similarity graphs, which transforms the fusion of multi-omics data into the analysis of multiple networks. Then, NIC employs joint non-negative matrix factorization to learn the shared features of cells by exploiting the structure of learned cell-cell similarity networks, providing a better way to characterize the features of cells. The graph learning and integrative analysis procedures are jointly formulated as an optimization problem, and then the update rules are derived. Thirteen single-cell multi-omics datasets from various tissues and organisms are adopted to validate the performance of NIC, and the experimental results demonstrate that the proposed algorithm significantly outperforms the state-of-the-art methods in terms of various measurements. The proposed algorithm provides an effective strategy for the integrative analysis of single-cell multi-omics data (The software is coded using Matlab, and is freely available for academic https://github.com/xkmaxidian/NIC ).
39356327	2024	Briefings in bioinformatics	Recover then aggregate: unified cross-modal deep clustering with global structural information for single-cell data.	Single-cell cross-modal joint clustering has been extensively utilized to investigate the tumor microenvironment. Although numerous approaches have been suggested, accurate clustering remains the main challenge. First, the gene expression matrix frequently contains numerous missing values due to measurement limitations. The majority of existing clustering methods treat it as a typical multi-modal dataset without further processing. Few methods conduct recovery before clustering and do not sufficiently engage with the underlying research, leading to suboptimal outcomes. Additionally, the existing cross-modal information fusion strategy does not ensure consistency of representations across different modes, potentially leading to the integration of conflicting information, which could degrade performance. To address these challenges, we propose the 'Recover then Aggregate' strategy and introduce the Unified Cross-Modal Deep Clustering model. Specifically, we have developed a data augmentation technique based on neighborhood similarity, iteratively imposing rank constraints on the Laplacian matrix, thus updating the similarity matrix and recovering dropout events. Concurrently, we integrate cross-modal features and employ contrastive learning to align modality-specific representations with consistent ones, enhancing the effective integration of diverse modal information. Comprehensive experiments on five real-world multi-modal datasets have demonstrated this method's superior effectiveness in single-cell clustering tasks.
38580401	2024	Genome research	Systematic mapping of TF-mediated cell fate changes by a pooled induction coupled with scRNA-seq and multi-omics approaches.	Transcriptional regulation controls cellular functions through interactions between transcription factors (TFs) and their chromosomal targets. However, understanding the fate conversion potential of multiple TFs in an inducible manner remains limited. Here, we introduce iTF-seq as a method for identifying individual TFs that can alter cell fate toward specific lineages at a single-cell level. iTF-seq enables time course monitoring of transcriptome changes, and with biotinylated individual TFs, it provides a multi-omics approach to understanding the mechanisms behind TF-mediated cell fate changes. Our iTF-seq study in mouse embryonic stem cells identified multiple TFs that trigger rapid transcriptome changes indicative of differentiation within a day of induction. Moreover, cells expressing these potent TFs often show a slower cell cycle and increased cell death. Further analysis using bioChIP-seq revealed that GCM1 and OTX2 act as pioneer factors and activators by increasing gene accessibility and activating the expression of lineage specification genes during cell fate conversion. iTF-seq has utility in both mapping cell fate conversion and understanding cell fate conversion mechanisms.
38109292	2024	Nucleic acids research	Correction to 'Probabilistic cell/domain-type assignment of spatial transcriptomics data with SpatialAnno'.	
39902583	2024	Briefings in bioinformatics	Correction to: STCGAN: a novel cycle-consistent generative adversarial network for spatial transcriptomics cellular deconvolution.	
36243959	2023	Nucleic acids research	TWAS Atlas: a curated knowledgebase of transcriptome-wide association studies.	Transcriptome-wide association studies (TWASs), as a practical and prevalent approach for detecting the associations between genetically regulated genes and traits, are now leading to a better understanding of the complex mechanisms of genetic variants in regulating various diseases and traits. Despite the ever-increasing TWAS outputs, there is still a lack of databases curating massive public TWAS information and knowledge. To fill this gap, here we present TWAS Atlas (https://ngdc.cncb.ac.cn/twas/), an integrated knowledgebase of TWAS findings manually curated from extensive literature. In the current implementation, TWAS Atlas collects 401,266 high-quality human gene-trait associations from 200 publications, covering 22,247 genes and 257 traits across 135 tissue types. In particular, an interactive knowledge graph of the collected gene-trait associations is constructed together with single nucleotide polymorphism (SNP)-gene associations to build up comprehensive regulatory networks at multi-omics levels. In addition, TWAS Atlas, as a user-friendly web interface, efficiently enables users to browse, search and download all association information, relevant research metadata and annotation information of interest. Taken together, TWAS Atlas is of great value for promoting the utility and availability of TWAS results in explaining the complex genetic basis as well as providing new insights for human health and disease research.
35854350	2022	Genome biology	Integration of single-cell multi-omics data by regression analysis on unpaired observations.	Despite recent developments, it is hard to profile all multi-omics single-cell data modalities on the same cell. Thus, huge amounts of single-cell genomics data of unpaired observations on different cells are generated. We propose a method named UnpairReg for the regression analysis on unpaired observations to integrate single-cell multi-omics data. On real and simulated data, UnpairReg provides an accurate estimation of cell gene expression where only chromatin accessibility data is available. The cis-regulatory network inferred from UnpairReg is highly consistent with eQTL mapping. UnpairReg improves cell type identification accuracy by joint analysis of single-cell gene expression and chromatin accessibility data.
39187683	2024	Nature methods	Inferring pattern-driving intercellular flows from single-cell and spatial transcriptomics.	From single-cell RNA-sequencing (scRNA-seq) and spatial transcriptomics (ST), one can extract high-dimensional gene expression patterns that can be described by intercellular communication networks or decoupled gene modules. These two descriptions of information flow are often assumed to occur independently. However, intercellular communication drives directed flows of information that are mediated by intracellular gene modules, in turn triggering outflows of other signals. Methodologies to describe such intercellular flows are lacking. We present FlowSig, a method that infers communication-driven intercellular flows from scRNA-seq or ST data using graphical causal modeling and conditional independence. We benchmark FlowSig using newly generated experimental cortical organoid data and synthetic data generated from mathematical modeling. We demonstrate FlowSig's utility by applying it to various studies, showing that FlowSig can capture stimulation-induced changes to paracrine signaling in pancreatic islets, demonstrate shifts in intercellular flows due to increasing COVID-19 severity and reconstruct morphogen-driven activator-inhibitor patterns in mouse embryogenesis.
39508444	2024	Briefings in bioinformatics	SpaDiT: diffusion transformer for spatial gene expression prediction using scRNA-seq.	The rapid development of spatially resolved transcriptomics (SRT) technologies has provided unprecedented opportunities for exploring the structure of specific organs or tissues. However, these techniques (such as image-based SRT) can achieve single-cell resolution, but can only capture the expression levels of tens to hundreds of genes. Such spatial transcriptomics (ST) data, carrying a large number of undetected genes, have limited its application value. To address the challenge, we develop SpaDiT, a deep learning framework for spatial reconstruction and gene expression prediction using scRNA-seq data. SpaDiT employs scRNA-seq data as an a priori condition and utilizes shared genes between ST and scRNA-seq data as latent representations to construct inputs, thereby facilitating the accurate prediction of gene expression in ST data. SpaDiT enhances the accuracy of spatial gene expression predictions over a variety of spatial transcriptomics datasets. We have demonstrated the effectiveness of SpaDiT by conducting extensive experiments on both seq-based and image-based ST data. We compared SpaDiT with eight highly effective baseline methods and found that our proposed method achieved an 8%-12% improvement in performance across multiple metrics. Source code and all datasets used in this paper are available at https://github.com/wenwenmin/SpaDiT and https://zenodo.org/records/12792074.
28837001	2017	Genome biology	New skin for the old RNA-Seq ceremony: the age of single-cell multi-omics.	New methods for simultaneously quantifying protein and gene expression at the single-cell level have the power to identify cell types and to classify cell populations.
41091734	2025	PLoS computational biology	CASynergy: A causal attention model for interpretable prediction of cancer drug synergy.	Cancer drug combination therapies offer a promising strategy to overcome resistance and improve treatment efficacy, but identifying synergistic drug pairs is challenging due to complex biological interactions and tumor heterogeneity. Current machine learning algorithms for drug synergy prediction primarily rely on large-scale, multimodal datasets, yet suffer from critical limitations including poor interpretability, difficulty distinguishing causative biological relationships from correlations, and inadequate modeling of cancer-specific molecular interactions. To address these challenges, we propose CASynergy (Causal Attention and Cross-attention Synergy), a novel deep learning model for predicting cancer drug synergy that addresses limitations of prior approaches in accuracy and interpretability. CASynergy introduces a causal attention mechanism to distinguish true causal genomic features from spurious correlations, cell line-specific gene network construction to capture the unique molecular context of each cancer cell line, and a cross-attention module to integrate drug molecular features with cell line gene expression profiles. These improvements allow CASynergy to clearly identify significant drug-gene interactions and provides interpretable insights into why a combination is predicted to be synergistic. Experiments on two benchmark datasets (DrugCombDB and Oncology-Screen) suggests that CASynergy outperformed five state-of-the-art models. CASynergy offers a better and more reliable way to predict effective drug combinations. It works well across different cancer types and is easier to understand, which is important for personalized cancer treatment and finding new drugs.
38706319	2024	Briefings in bioinformatics	Revealing cell-cell communication pathways with their spatially coupled gene programs.	Inference of cell-cell communication (CCC) provides valuable information in understanding the mechanisms of many important life processes. With the rise of spatial transcriptomics in recent years, many methods have emerged to predict CCCs using spatial information of cells. However, most existing methods only describe CCCs based on ligand-receptor interactions, but lack the exploration of their upstream/downstream pathways. In this paper, we proposed a new method to infer CCCs, called Intercellular Gene Association Network (IGAN). Specifically, it is for the first time that we can estimate the gene associations/network between two specific single spatially adjacent cells. By using the IGAN method, we can not only infer CCCs in an accurate manner, but also explore the upstream/downstream pathways of ligands/receptors from the network perspective, which are actually exhibited as a new panoramic cell-interaction-pathway graph, and thus provide extensive information for the regulatory mechanisms behind CCCs. In addition, IGAN can measure the CCC activity at single cell/spot resolution, and help to discover the CCC spatial heterogeneity. Interestingly, we found that CCC patterns from IGAN are highly consistent with the spatial microenvironment patterns for each cell type, which further indicated the accuracy of our method. Analyses on several public datasets validated the advantages of IGAN.
38493339	2024	Briefings in bioinformatics	scMLC: an accurate and robust multiplex community detection method for single-cell multi-omics data.	Clustering cells based on single-cell multi-modal sequencing technologies provides an unprecedented opportunity to create high-resolution cell atlas, reveal cellular critical states and study health and diseases. However, effectively integrating different sequencing data for cell clustering remains a challenging task. Motivated by the successful application of Louvain in scRNA-seq data, we propose a single-cell multi-modal Louvain clustering framework, called scMLC, to tackle this problem. scMLC builds multiplex single- and cross-modal cell-to-cell networks to capture modal-specific and consistent information between modalities and then adopts a robust multiplex community detection method to obtain the reliable cell clusters. In comparison with 15 state-of-the-art clustering methods on seven real datasets simultaneously measuring gene expression and chromatin accessibility, scMLC achieves better accuracy and stability in most datasets. Synthetic results also indicate that the cell-network-based integration strategy of multi-omics data is superior to other strategies in terms of generalization. Moreover, scMLC is flexible and can be extended to single-cell sequencing data with more than two modalities.
37669132	2023	Bioinformatics (Oxford, England)	Multimodal learning of noncoding variant effects using genome sequence and chromatin structure.	"MOTIVATION: A growing amount of noncoding genetic variants, including single-nucleotide polymorphisms, are found to be associated with complex human traits and diseases. Their mechanistic interpretation is relatively limited and can use the help from computational prediction of their effects on epigenetic profiles. However, current models often focus on local, 1D genome sequence determinants and disregard global, 3D chromatin structure that critically affects epigenetic events. RESULTS: We find that noncoding variants of unexpected high similarity in epigenetic profiles, with regards to their relatively low similarity in local sequences, can be largely attributed to their proximity in chromatin structure. Accordingly, we have developed a multimodal deep learning scheme that incorporates both data of 1D genome sequence and 3D chromatin structure for predicting noncoding variant effects. Specifically, we have integrated convolutional and recurrent neural networks for sequence embedding and graph neural networks for structure embedding despite the resolution gap between the two types of data, while utilizing recent DNA language models. Numerical results show that our models outperform competing sequence-only models in predicting epigenetic profiles and their use of long-range interactions complement sequence-only models in extracting regulatory motifs. They prove to be excellent predictors for noncoding variant effects in gene expression and pathogenicity, whether in unsupervised ""zero-shot"" learning or supervised ""few-shot"" learning. AVAILABILITY AND IMPLEMENTATION: Codes and data can be accessed at https://github.com/Shen-Lab/ncVarPred-1D3D and https://zenodo.org/record/7975777."
35753702	2022	Briefings in bioinformatics	A comprehensive comparison on cell-type composition inference for spatial transcriptomics data.	Spatial transcriptomics (ST) technologies allow researchers to examine transcriptional profiles along with maintained positional information. Such spatially resolved transcriptional characterization of intact tissue samples provides an integrated view of gene expression in its natural spatial and functional context. However, high-throughput sequencing-based ST technologies cannot yet reach single cell resolution. Thus, similar to bulk RNA-seq data, gene expression data at ST spot-level reflect transcriptional profiles of multiple cells and entail the inference of cell-type composition within each ST spot for valid and powerful subsequent analyses. Realizing the critical importance of cell-type decomposition, multiple groups have developed ST deconvolution methods. The aim of this work is to review state-of-the-art methods for ST deconvolution, comparing their strengths and weaknesses. In particular, we construct ST spots from single-cell level ST data to assess the performance of 10 methods, with either ideal reference or non-ideal reference. Furthermore, we examine the performance of these methods on spot- and bead-level ST data by comparing estimated cell-type proportions to carefully matched single-cell ST data. In comparing the performance on various tissues and technological platforms, we concluded that RCTD and stereoscope achieve more robust and accurate inferences.
33822890	2021	Briefings in bioinformatics	DeepDRK: a deep learning framework for drug repurposing through kernel-based multi-omics integration.	Recent pharmacogenomic studies that generate sequencing data coupled with pharmacological characteristics for patient-derived cancer cell lines led to large amounts of multi-omics data for precision cancer medicine. Among various obstacles hindering clinical translation, lacking effective methods for multimodal and multisource data integration is becoming a bottleneck. Here we proposed DeepDRK, a machine learning framework for deciphering drug response through kernel-based data integration. To transfer information among different drugs and cancer types, we trained deep neural networks on more than 20 000 pan-cancer cell line-anticancer drug pairs. These pairs were characterized by kernel-based similarity matrices integrating multisource and multi-omics data including genomics, transcriptomics, epigenomics, chemical properties of compounds and known drug-target interactions. Applied to benchmark cancer cell line datasets, our model surpassed previous approaches with higher accuracy and better robustness. Then we applied our model on newly established patient-derived cancer cell lines and achieved satisfactory performance with AUC of 0.84 and AUPRC of 0.77. Moreover, DeepDRK was used to predict clinical response of cancer patients. Notably, the prediction of DeepDRK correlated well with clinical outcome of patients and revealed multiple drug repurposing candidates. In sum, DeepDRK provided a computational method to predict drug response of cancer cells from integrating pharmacogenomic datasets, offering an alternative way to prioritize repurposing drugs in precision cancer treatment. The DeepDRK is freely available via https://github.com/wangyc82/DeepDRK.
35238331	2022	Bioinformatics (Oxford, England)	MultiBaC: an R package to remove batch effects in multi-omic experiments.	MOTIVATION: Batch effects in omics datasets are usually a source of technical noise that masks the biological signal and hampers data analysis. Batch effect removal has been widely addressed for individual omics technologies. However, multi-omic datasets may combine data obtained in different batches where omics type and batch are often confounded. Moreover, systematic biases may be introduced without notice during data acquisition, which creates a hidden batch effect. Current methods fail to address batch effect correction in these cases. RESULTS: In this article, we introduce the MultiBaC R package, a tool for batch effect removal in multi-omics and hidden batch effect scenarios. The package includes a diversity of graphical outputs for model validation and assessment of the batch effect correction. AVAILABILITY AND IMPLEMENTATION: MultiBaC package is available on Bioconductor (https://www.bioconductor.org/packages/release/bioc/html/MultiBaC.html) and GitHub (https://github.com/ConesaLab/MultiBaC.git). The data underlying this article are available in Gene Expression Omnibus repository (accession numbers GSE11521, GSE1002, GSE56622 and GSE43747). SUPPLEMENTARY INFORMATION: Supplementary data are available at Bioinformatics online.
38819253	2024	Briefings in bioinformatics	Multi-modal domain adaptation for revealing spatial functional landscape from spatially resolved transcriptomics.	Spatially resolved transcriptomics (SRT) has emerged as a powerful tool for investigating gene expression in spatial contexts, providing insights into the molecular mechanisms underlying organ development and disease pathology. However, the expression sparsity poses a computational challenge to integrate other modalities (e.g. histological images and spatial locations) that are simultaneously captured in SRT datasets for spatial clustering and variation analyses. In this study, to meet such a challenge, we propose multi-modal domain adaption for spatial transcriptomics (stMDA), a novel multi-modal unsupervised domain adaptation method, which integrates gene expression and other modalities to reveal the spatial functional landscape. Specifically, stMDA first learns the modality-specific representations from spatial multi-modal data using multiple neural network architectures and then aligns the spatial distributions across modal representations to integrate these multi-modal representations, thus facilitating the integration of global and spatially local information and improving the consistency of clustering assignments. Our results demonstrate that stMDA outperforms existing methods in identifying spatial domains across diverse platforms and species. Furthermore, stMDA excels in identifying spatially variable genes with high prognostic potential in cancer tissues. In conclusion, stMDA as a new tool of multi-modal data integration provides a powerful and flexible framework for analyzing SRT datasets, thereby advancing our understanding of intricate biological systems.
41160880	2025	Nucleic acids research	DeepSpaceDB: a spatial transcriptomics atlas for interactive in-depth analysis of tissues and tissue microenvironments.	Spatial transcriptomics enables detailed mapping of gene expression within tissues, revealing spatial organization of cellular and molecular processes. However, generating such data is costly and technically challenging, and analysis requires advanced bioinformatics skills. Although public datasets are growing, existing databases offer limited tools for interactive exploration and cross-sample comparison. Here, we introduce DeepSpaceDB (www.deepspacedb.com), a next-generation spatial transcriptomics database designed to address these challenges. The current version of DeepSpaceDB focuses on 10X Genomics Visium samples, ensuring higher-quality analyses and enhanced tools. This distinguishes it from databases that prioritize broad platform coverage over functionality. Emphasizing interactivity and advanced analytics, DeepSpaceDB enables flexible exploration of spatial transcriptomics data. Users can interactively compare gene expression across regions within or between tissue slices, such as between hippocampal areas of an Alzheimer's model mouse and a control. The database also offers quality indicators, database-wide trends, and interactive visualizations like zoomable plots and hover-based info. Moreover, these functions are not restricted to samples in our database but can also be applied to samples uploaded by users. Combining advanced tools with interactive features, DeepSpaceDB is a powerful resource for spatial transcriptomics, enabling deeper insights into tissue organization and disease biology.
